"time","new.core.id","depth_bottom","sample.type","interval","pool_label","id","species","d15n","n_pct","d13c","c_pct","total_volume_cm3","depth_top","sample.type2","g_core"
"t2","DS02",5,"coarse roots","2_5","coarse roots 5cm","DS02-coarse roots 5cm","DS",3157.728719,0.01148,-15.358449,0.341801583,235.619,2,"coarse roots",0.1434
"t0","DS14",5,"dead biomass","2_5","dead biomass 5cm","DS14-dead biomass 5cm","DS",4.772928031,0.01261,-14.96094604,0.389705785,235.619,2,"dead biomass",17.15
"t2","DS02",5,"dead biomass","2_5","dead biomass 5cm","DS02-dead biomass 5cm","DS",180.4234593,0.009798,-14.29179164,0.374094793,235.619,2,"dead biomass",16.664
"t0","DS14",5,"fine roots","2_5","fine roots 5cm","DS14-fine roots 5cm","DS",4.420331703,0.01018,-14.59034111,0.365679434,235.619,2,"fine roots",0.2324
"t2","DS02",5,"fine roots","2_5","fine roots 5cm","DS02-fine roots 5cm","DS",2706.909175,0.01073,-14.59417312,0.36055089,235.619,2,"fine roots",0.131
"t0","DS14",5,"rhizomes","2_5","rhizomes 5cm","DS14-rhizomes 5cm","DS",4.621190079,0.00614,-15.1840068,0.348034465,235.619,2,"rhizomes",7.0424
"t2","DS02",5,"rhizomes","2_5","rhizomes 5cm","DS02-rhizomes 5cm","DS",1785.499252,0.0105,-15.11239864,0.372318354,235.619,2,"rhizomes",2.0616
"t0","DS14",10,"coarse roots","5_10","coarse roots 10cm","DS14-coarse roots 10cm","DS",4.430133085,0.00789,-14.33645656,0.351314543,392.699,5,"coarse roots",0.334
"t2","DS02",10,"coarse roots","5_10","coarse roots 10cm","DS02-coarse roots 10cm","DS",836.6893849,0.01119,-14.97741674,0.316309824,392.699,5,"coarse roots",0.2212
"t0","DS14",10,"dead biomass","5_10","dead biomass 10cm","DS14-dead biomass 10cm","DS",5.280971932,0.01206,-14.43685704,0.360309311,392.699,5,"dead biomass",23.066
"t2","DS02",10,"dead biomass","5_10","dead biomass 10cm","DS02-dead biomass 10cm","DS",65.34373249,0.011968549,-14.16599337,0.338796739,392.699,5,"dead biomass",36.276
"t0","DS14",10,"fine roots","5_10","fine roots 10cm","DS14-fine roots 10cm","DS",4.56557009,0.00882,-14.32064421,0.367311104,392.699,5,"fine roots",0.1636
"t2","DS02",10,"fine roots","5_10","fine roots 10cm","DS02-fine roots 10cm","DS",1489.451045,0.01165,-14.69102188,0.37557596,392.699,5,"fine roots",0.1542
"t0","DS14",10,"rhizomes","5_10","rhizomes 10cm","DS14-rhizomes 10cm","DS",4.64565187,0.00703,-14.9412992,0.36814924,392.699,5,"rhizomes",1.3006
"t2","DS02",10,"rhizomes","5_10","rhizomes 10cm","DS02-rhizomes 10cm","DS",464.8579282,0.00948,-15.32728478,0.383503742,392.699,5,"rhizomes",3.167
"t0","DS14",15,"coarse roots","10_15","coarse roots 15cm","DS14-coarse roots 15cm","DS",4.100205917,0.01002,-14.66224176,0.343220206,392.699,10,"coarse roots",0.2516
"t2","DS02",15,"coarse roots","10_15","coarse roots 15cm","DS02-coarse roots 15cm","DS",339.9811602,0.0109,-15.00922776,0.291225614,392.699,10,"coarse roots",0.0954
"t0","DS14",15,"dead biomass","10_15","dead biomass 15cm","DS14-dead biomass 15cm","DS",5.567773424,0.01437,-13.72165386,0.358730581,392.699,10,"dead biomass",16.16
"t2","DS02",15,"dead biomass","10_15","dead biomass 15cm","DS02-dead biomass 15cm","DS",11.8888284,0.022842008,-13.77528976,0.3547895535,392.699,10,"dead biomass",15.744
"t0","DS14",15,"fine roots","10_15","fine roots 15cm","DS14-fine roots 15cm","DS",4.874395425,0.0095,-13.58083658,0.389100373,392.699,10,"fine roots",0.0984
"t2","DS02",15,"fine roots","10_15","fine roots 15cm","DS02-fine roots 15cm","DS",797.1911223,0.01262,-14.51997018,0.350184336,392.699,10,"fine roots",0.0814
"t0","DS14",15,"rhizomes","10_15","rhizomes 15cm","DS14-rhizomes 15cm","DS",4.868636551,0.00637,-13.51678215,0.357235584,392.699,10,"rhizomes",0.2314
"t2","DS02",15,"rhizomes","10_15","rhizomes 15cm","DS02-rhizomes 15cm","DS",17.81822041,0.01309,-15.35699779,0.334615566,392.699,10,"rhizomes",0.1108
"t0","DS14",20,"coarse roots","15_20","coarse roots 20cm","DS14-coarse roots 20cm","DS",5.743750115,0.01708,-15.11536676,0.3105238,392.699,15,"coarse roots",0.0214
"t2","DS02",20,"coarse roots","15_20","coarse roots 20cm","DS02-coarse roots 20cm","DS",128.8961999,0.004719173,-14.5749057,0.226347802,392.699,15,"coarse roots",0.0202
"t0","DS14",20,"dead biomass","15_20","dead biomass 20cm","DS14-dead biomass 20cm","DS",5.527717001,0.01062,-13.00394673,0.384531369,392.699,15,"dead biomass",14.408
"t2","DS02",20,"dead biomass","15_20","dead biomass 20cm","DS02-dead biomass 20cm","DS",8.81677484,0.012542776,-13.77923222,0.334512295,392.699,15,"dead biomass",19.608
"t0","DS14",20,"fine roots","15_20","fine roots 20cm","DS14-fine roots 20cm","DS",4.373468351,0.00718,-12.78931202,0.389782806,392.699,15,"fine roots",0.0704
"t2","DS02",20,"fine roots","15_20","fine roots 20cm","DS02-fine roots 20cm","DS",1411.471456,0.008015376,-13.49122271,0.369646187,392.699,15,"fine roots",0.0172
"t0","DS14",20,"rhizomes","15_20","rhizomes 20cm","DS14-rhizomes 20cm","DS",5.092332971,0.0061,-13.9538492,0.385040798,392.699,15,"rhizomes",0.2294
"t2","DS02",20,"rhizomes","15_20","rhizomes 20cm","DS02-rhizomes 20cm","DS",37.94395979,0.00942,-14.035444,0.351429828,392.699,15,"rhizomes",0.0568
"t0","DS14",30,"coarse roots","20_30","coarse roots 30cm","DS14-coarse roots 30cm","DS",12.10992549,0.00636,-12.67429723,0.38437359,785.398,20,"coarse roots",0.0704
"t2","DS02",30,"coarse roots","20_30","coarse roots 30cm","DS02-coarse roots 30cm","DS",80.13626053,0.00625075,NA,0.375133985,785.398,20,"coarse roots",0.0432
"t0","DS14",30,"dead biomass","20_30","dead biomass 30cm","DS14-dead biomass 30cm","DS",12.69021026,0.01097,-13.1086895,0.414581647,785.398,20,"dead biomass",24.188
"t2","DS02",30,"dead biomass","20_30","dead biomass 30cm","DS02-dead biomass 30cm","DS",7.399825784,0.009348858,-13.41076837,0.356057226,785.398,20,"dead biomass",35.194
"t0","DS14",30,"fine roots","20_30","fine roots 30cm","DS14-fine roots 30cm","DS",10.01638002,0.00612,-12.13071601,0.386062839,785.398,20,"fine roots",0.0684
"t2","DS02",30,"fine roots","20_30","fine roots 30cm","DS02-fine roots 30cm","DS",91.5800668,0.006790166,-13.81665556,0.37367664,785.398,20,"fine roots",0.0188
"t0","DS14",30,"rhizomes","20_30","rhizomes 30cm","DS14-rhizomes 30cm","DS",16.43675178,0.00422,-14.47375941,0.33750441,785.398,20,"rhizomes",0.0668
"t1","DS03",NA,"dead leaf","above","dead leaf","DS03-dead leaf","DS",176.2983438,0.01261,-15.97401457,0.349336873,NA,NA,"dead leaf",0.1971
"t1","DS03",NA,"decomp layer","above","decomp layer","DS03-decomp layer","DS",399.1049565,0.01158,-15.93703841,0.310944529,NA,NA,"decomp layer",0.175
"t1","DS03",NA,"leaf 1","above","leaf 1","DS03-leaf 1","DS",2997.658108,0.02249,-15.67727269,0.371812891,NA,NA,"leaf",0.084
"t1","DS03",NA,"leaf 2","above","leaf 2","DS03-leaf 2","DS",3266.646636,0.02263,-15.89546346,0.369743642,NA,NA,"leaf",0.1441
"t1","DS03",NA,"leaf 3","above","leaf 3","DS03-leaf 3","DS",3054.276367,0.02354,-16.0609353,0.395974287,NA,NA,"leaf",0.1642
"t1","DS03",NA,"leaf 4","above","leaf 4","DS03-leaf 4","DS",2475.6555235,0.0254069025,-18.63416341,0.3335619045,NA,NA,"leaf",0.1504
"t1","DS03",NA,"leaf 5","above","leaf 5","DS03-leaf 5","DS",2274.447412,0.025476902,-18.67480416,0.33185999,NA,NA,"leaf",0.1216
"t1","DS03",NA,"leaf 6","above","leaf 6","DS03-leaf 6","DS",2186.985516,0.025222972,-18.67026792,0.322086286,NA,NA,"leaf",0.0851
"t1","DS03",NA,"leaf 7","above","leaf 7","DS03-leaf 7","DS",2242.372291,0.023617527,-18.46079414,0.321365173,NA,NA,"leaf",0.0543
"t1","DS03",NA,"leaf 8","above","leaf 8","DS03-leaf 8","DS",1987.632365,0.020649154,-18.86729611,0.332877489,NA,NA,"leaf",0.0367
"t1","DS03",NA,"standing dead","above","standing dead","DS03-standing dead","DS",9.732548155,0.00703,-15.70947092,0.370018811,NA,NA,"standing dead",3.4416
"t0","DS15",2,"belowground stems","0_2","belowground stems","DS15-belowground stems","DS",7.860733629,0.010068302,-15.04685195,0.356061778,157.08,0,"stems",0.0697
"t1","DS03",2,"coarse roots","0_2","coarse roots 2cm","DS03-coarse roots 2cm","DS",1322.59,0.00698,-15.16683709,0.349850916,157.08,0,"coarse roots",0.5822
"t0","DS15",2,"dead biomass","0_2","dead biomass 2cm","DS15-dead biomass 2cm","DS",7.84903651,0.012238051,-14.92631865,0.3268064,157.08,0,"dead biomass",2.9612
"t1","DS03",2,"dead biomass","0_2","dead biomass 2cm","DS03-dead biomass 2cm","DS",253.2445666,0.01036,-14.97641128,0.387424469,157.08,0,"dead biomass",9.096
"t0","DS15",2,"fine roots","0_2","fine roots 2cm","DS15-fine roots 2cm","DS",NA,NA,NA,NA,157.08,0,"fine roots",0.006
"t1","DS03",2,"fine roots","0_2","fine roots 2cm","DS03-fine roots 2cm","DS",3353.321457,0.010806209,-14.37181403,0.384908111,157.08,0,"fine roots",0.0766
"t1","DS03",2,"rhizomes","0_2","rhizomes 2cm","DS03-rhizomes 2cm","DS",1590.64,0.00702,-15.33581372,0.425674506,157.08,0,"rhizomes",0.1368
"t0","DS15",5,"coarse roots","2_5","coarse roots 5cm","DS15-coarse roots 5cm","DS",7.606935406,0.00810217,-15.03881071,0.320453229,235.619,2,"coarse roots",0.216
"t1","DS03",5,"coarse roots","2_5","coarse roots 5cm","DS03-coarse roots 5cm","DS",1722.04,0.00769,-15.20344354,0.338245648,235.619,2,"coarse roots",0.3932
"t0","DS15",5,"dead biomass","2_5","dead biomass 5cm","DS15-dead biomass 5cm","DS",7.618790142,0.00987456,-14.50708801,0.347986533,235.619,2,"dead biomass",8.36
"t1","DS03",5,"dead biomass","2_5","dead biomass 5cm","DS03-dead biomass 5cm","DS",202.8887467,0.00944,-14.0671642,0.353558423,235.619,2,"dead biomass",16.516
"t0","DS15",5,"fine roots","2_5","fine roots 5cm","DS15-fine roots 5cm","DS",8.540515646,0.011363635,-14.56571322,0.337862884,235.619,2,"fine roots",0.1656
"t1","DS03",5,"fine roots","2_5","fine roots 5cm","DS03-fine roots 5cm","DS",2545.45,0.0094,-14.72562523,0.396574719,235.619,2,"fine roots",0.1948
"t0","DS15",5,"rhizomes","2_5","rhizomes 5cm","DS15-rhizomes 5cm","DS",8.231054658,0.008510815,-15.21257014,0.326495323,235.619,2,"rhizomes",4.6902
"t1","DS03",5,"rhizomes","2_5","rhizomes 5cm","DS03-rhizomes 5cm","DS",1461.92,0.00865,-15.27283048,0.337237103,235.619,2,"rhizomes",4.518
"t0","DS15",10,"coarse roots","5_10","coarse roots 10cm","DS15-coarse roots 10cm","DS",8.261049132,0.010233678,-14.85967467,0.32046137,392.699,5,"coarse roots",0.3004
"t1","DS03",10,"coarse roots","5_10","coarse roots 10cm","DS03-coarse roots 10cm","DS",941.43,0.00935,-15.10616097,0.379787466,392.699,5,"coarse roots",0.2636
"t0","DS15",10,"dead biomass","5_10","dead biomass 10cm","DS15-dead biomass 10cm","DS",7.124496666,0.010728903,-14.08742703,0.333583599,392.699,5,"dead biomass",20.852
"t1","DS03",10,"dead biomass","5_10","dead biomass 10cm","DS03-dead biomass 10cm","DS",97.77297798,0.00804,-13.93789216,0.359486429,392.699,5,"dead biomass",19.794
"t0","DS15",10,"fine roots","5_10","fine roots 10cm","DS15-fine roots 10cm","DS",8.552562603,0.010788628,-14.41852766,0.334323675,392.699,5,"fine roots",0.278
"t1","DS03",10,"fine roots","5_10","fine roots 10cm","DS03-fine roots 10cm","DS",4003.59,0.01132,-14.63137428,0.349240467,392.699,5,"fine roots",0.2284
"t0","DS15",10,"rhizomes","5_10","rhizomes 10cm","DS15-rhizomes 10cm","DS",7.727759485,0.007340756,-15.17181248,0.325169758,392.699,5,"rhizomes",2.547
"t0","DS15",15,"coarse roots","10_15","coarse roots 15cm","DS15-coarse roots 15cm","DS",8.571550458,0.013745989,-15.02846488,0.294616764,392.699,10,"coarse roots",0.0492
"t1","DS03",15,"coarse roots","10_15","coarse roots 15cm","DS03-coarse roots 15cm","DS",312.63,0.01254,-14.49288226,0.326191627,392.699,10,"coarse roots",0.1514
"t0","DS15",15,"dead biomass","10_15","dead biomass 15cm","DS15-dead biomass 15cm","DS",8.049670298,0.0111821,-13.62867153,0.347086284,392.699,10,"dead biomass",17.114
"t1","DS03",15,"dead biomass","10_15","dead biomass 15cm","DS03-dead biomass 15cm","DS",18.04020671,0.01116,-13.39940136,0.362034757,392.699,10,"dead biomass",18.442
"t0","DS15",15,"fine roots","10_15","fine roots 15cm","DS15-fine roots 15cm","DS",6.803763828,0.010160433,-14.01621211,0.316888765,392.699,10,"fine roots",0.0964
"t1","DS03",15,"fine roots","10_15","fine roots 15cm","DS03-fine roots 15cm","DS",1440.41,0.00981,-14.02179758,0.389120559,392.699,10,"fine roots",0.081
"t0","DS15",15,"rhizomes","10_15","rhizomes 15cm","DS15-rhizomes 15cm","DS",10.01532623,0.006083137,-15.10646701,0.331915382,392.699,10,"rhizomes",0.1488
"t1","DS03",15,"rhizomes","10_15","rhizomes 15cm","DS03-rhizomes 15cm","DS",11.59,0.00785,-14.22100842,0.330636857,392.699,10,"rhizomes",0.4986
"t0","DS15",20,"coarse roots","15_20","coarse roots 20cm","DS15-coarse roots 20cm","DS",NA,NA,NA,NA,392.699,15,"coarse roots",0.0034
"t0","DS15",20,"dead biomass","15_20","dead biomass 20cm","DS15-dead biomass 20cm","DS",6.717484746,0.011588432,-13.36546436,0.345498874,392.699,15,"dead biomass",11.97
"t1","DS03",20,"dead biomass","15_20","dead biomass 20cm","DS03-dead biomass 20cm","DS",11.68442962,0.011,-13.29610705,0.339515039,392.699,15,"dead biomass",20.186
"t0","DS15",20,"fine roots","15_20","fine roots 20cm","DS15-fine roots 20cm","DS",12.65485621,0.007290771,-13.26636857,0.442105654,392.699,15,"fine roots",0.0178
"t1","DS03",20,"fine roots","15_20","fine roots 20cm","DS03-fine roots 20cm","DS",1046.256195,0.009047326,-13.03687069,0.430694269,392.699,15,"fine roots",0.0886
"t1","DS03",30,"coarse roots","20_30","coarse roots 30cm","DS03-coarse roots 30cm","DS",7.67,0.00683,-13.29199589,0.318874089,785.398,20,"coarse roots",0.1666
"t0","DS15",30,"dead biomass","20_30","dead biomass 30cm","DS15-dead biomass 30cm","DS",NA,NA,NA,NA,785.398,20,"dead biomass",25.428
"t1","DS03",30,"dead biomass","20_30","dead biomass 30cm","DS03-dead biomass 30cm","DS",5.714536077,0.01259,-13.89409637,0.314309213,785.398,20,"dead biomass",35.572
"t0","DS15",30,"fine roots","20_30","fine roots 30cm","DS15-fine roots 30cm","DS",6.878370287,0.006929056,-12.52195522,0.365821531,785.398,20,"fine roots",0.0644
"t1","DS03",30,"fine roots","20_30","fine roots 30cm","DS03-fine roots 30cm","DS",NA,NA,NA,NA,785.398,20,"fine roots",0.0712
"t1","DS03",30,"rhizomes","20_30","rhizomes 30cm","DS03-rhizomes 30cm","DS",17.27,0.00781,-13.54291858,0.288779665,785.398,20,"rhizomes",0.1736
"t3","DS04",NA,"dead leaf","above","dead leaf","DS04-dead leaf","DS",461.0233426,0.012266601,-15.09562396,0.288814182,NA,NA,"dead leaf",0.1624
"t3","DS04",NA,"decomp layer","above","decomp layer","DS04-decomp layer","DS",84.02795791,0.011583314,-15.31910749,0.290782076,NA,NA,"decomp layer",0.247
"t3","DS04",NA,"leaf 1","above","leaf 1","DS04-leaf 1","DS",4966.067606,0.020736639,-15.82746732,0.371414643,NA,NA,"leaf",0.0907
"t3","DS04",NA,"leaf 2","above","leaf 2","DS04-leaf 2","DS",3899.676251,0.020968956,-16.04635142,0.371024837,NA,NA,"leaf",0.1636
"t3","DS04",NA,"leaf 3","above","leaf 3","DS04-leaf 3","DS",2840.620578,0.022153528,-16.2437527,0.380245755,NA,NA,"leaf",0.2261
"t3","DS04",NA,"leaf 4","above","leaf 4","DS04-leaf 4","DS",1932.123369,0.021607529,-16.2950465,0.35847131,NA,NA,"leaf",0.2412
"t3","DS04",NA,"leaf 5","above","leaf 5","DS04-leaf 5","DS",1852.854761,0.022532607,-16.36752157,0.352153528,NA,NA,"leaf",0.2097
"t3","DS04",NA,"leaf 6","above","leaf 6","DS04-leaf 6","DS",1559.980946,0.022328,-16.29884247,0.338661656,NA,NA,"leaf",0.1677
"t3","DS04",NA,"leaf 7","above","leaf 7","DS04-leaf 7","DS",1212.50263,0.0240135,-16.33707349,0.381308296,NA,NA,"leaf",0.1065
"t3","DS04",NA,"leaf 8","above","leaf 8","DS04-leaf 8","DS",1227.782245,0.019996284,-16.71736363,0.304638091,NA,NA,"leaf",0.0381
"t3","DS04",NA,"leaf 9","above","leaf 9","DS04-leaf 9","DS",898.3307442,0.019229825,-15.58581862,0.402301515,NA,NA,"leaf",0.0145
"t3","DS04",NA,"standing dead","above","standing dead","DS04-standing dead","DS",316.688795,0.010086255,-15.535398835,0.3233065635,NA,NA,"standing dead",2.9915
"t3","DS04",NA,"stems","above","stems","DS04-stems","DS",2065.131121,0.008369182,-15.74878419,0.370207986,NA,NA,"stems",2.7342
"t3","DS04",2,"coarse roots","0_2","coarse roots 2cm","DS04-coarse roots 2cm","DS",11004.3905,0.012551766,-15.02890786,0.348700347,157.08,0,"coarse roots",0.4127999991744
"t3","DS04",2,"dead biomass","0_2","dead biomass 2cm","DS04-dead biomass 2cm","DS",268.5551302,0.00782357,-14.51399368,0.344937066,157.08,0,"dead biomass",15.833999968332
"t3","DS04",2,"fine roots","0_2","fine roots 2cm","DS04-fine roots 2cm","DS",11177.89841,0.010798458,-14.1631415,0.386346868,157.08,0,"fine roots",0.0143999999712
"t3","DS04",2,"rhizomes","0_2","rhizomes 2cm","DS04-rhizomes 2cm","DS",962.5805553,0.013361306,-15.04539802,0.30698872,157.08,0,"rhizomes",0.1205999997588
"t3","DS04",5,"coarse roots","2_5","coarse roots 5cm","DS04-coarse roots 5cm","DS",4688.218973,0.009194612,-14.87599318,0.361559256,235.619,2,"coarse roots",0.072
"t3","DS04",5,"dead biomass","2_5","dead biomass 5cm","DS04-dead biomass 5cm","DS",90.65016323,0.011900164,-14.69485694,0.381079271,235.619,2,"dead biomass",9.11
"t3","DS04",5,"fine roots","2_5","fine roots 5cm","DS04-fine roots 5cm","DS",3514.140445,0.010883783,-15.07131418,0.339285839,235.619,2,"fine roots",0.049
"t3","DS04",5,"rhizomes","2_5","rhizomes 5cm","DS04-rhizomes 5cm","DS",1963.967079,0.008071851,-15.11582652,0.352407005,235.619,2,"rhizomes",2.0528
"t3","DS04",10,"coarse roots","5_10","coarse roots 10cm","DS04-coarse roots 10cm","DS",2864.886334,0.010156141,-14.83095038,0.358636686,392.699,5,"coarse roots",0.3742
"t3","DS04",10,"dead biomass","5_10","dead biomass 10cm","DS04-dead biomass 10cm","DS",117.6869216,0.008692032,-14.40913146,0.359983211,392.699,5,"dead biomass",22.912
"t3","DS04",10,"fine roots","5_10","fine roots 10cm","DS04-fine roots 10cm","DS",4014.251616,0.010519048,-14.63031292,0.346434092,392.699,5,"fine roots",0.198
"t3","DS04",10,"rhizomes","5_10","rhizomes 10cm","DS04-rhizomes 10cm","DS",1226.5246045,0.00786085,-15.20444498,0.3635974165,392.699,5,"rhizomes",6.6116
"t3","DS04",15,"coarse roots","10_15","coarse roots 15cm","DS04-coarse roots 15cm","DS",2998.652092,0.011872021,-14.96606776,0.322813971,392.699,10,"coarse roots",0.0798
"t3","DS04",15,"dead biomass","10_15","dead biomass 15cm","DS04-dead biomass 15cm","DS",46.6415924,0.009724821,-13.83873026,0.344688059,392.699,10,"dead biomass",20.044
"t3","DS04",15,"fine roots","10_15","fine roots 15cm","DS04-fine roots 15cm","DS",2246.781066,0.011108892,-14.56772552,0.349532766,392.699,10,"fine roots",0.079
"t3","DS04",15,"rhizomes","10_15","rhizomes 15cm","DS04-rhizomes 15cm","DS",481.0899657,0.006748623,-15.48071522,0.357267754,392.699,10,"rhizomes",0.137
"t3","DS04",20,"coarse roots","15_20","coarse roots 20cm","DS04-coarse roots 20cm","DS",2215.782099,0.009062548,-14.87521452,0.294808393,392.699,15,"coarse roots",0.0322
"t3","DS04",20,"dead biomass","15_20","dead biomass 20cm","DS04-dead biomass 20cm","DS",20.85626034,0.010747682,-13.57766949,0.347144211,392.699,15,"dead biomass",19.394
"t3","DS04",20,"fine roots","15_20","fine roots 20cm","DS04-fine roots 20cm","DS",2117.103087,0.013143463,-14.90764171,0.329842991,392.699,15,"fine roots",0.0496
"t3","DS04",30,"dead biomass","20_30","dead biomass 30cm","DS04-dead biomass 30cm","DS",5.486400276,0.009836713,-14.09323561,0.366229396,785.398,20,"dead biomass",27.956
"t3","DS04",30,"fine roots","20_30","fine roots 30cm","DS04-fine roots 30cm","DS",1528.710481,0.008384079,-13.61296415,0.307560176,785.398,20,"fine roots",0.0362
"t1","DS05",NA,"dead leaf","above","dead leaf","DS05-dead leaf","DS",23.28459617,0.01377,-15.05384713,0.317495144,NA,NA,"dead leaf",0.082
"t1","DS05",NA,"decomp layer","above","decomp layer","DS05-decomp layer","DS",101.5821527,0.00992,-15.9948721,0.266955014,NA,NA,"decomp layer",1.6564
"t1","DS05",NA,"leaf 1","above","leaf 1","DS05-leaf 1","DS",2432.802717,0.024379418,-18.16665807,0.331883092,NA,NA,"leaf",0.0843
"t1","DS05",NA,"leaf 2","above","leaf 2","DS05-leaf 2","DS",2295.065804,0.02488616,-18.24916771,0.357124471,NA,NA,"leaf",0.1088
"t1","DS05",NA,"leaf 3","above","leaf 3","DS05-leaf 3","DS",1208.260172,0.020660107,-18.06927148,0.35418972,NA,NA,"leaf",0.1269
"t1","DS05",NA,"leaf 4","above","leaf 4","DS05-leaf 4","DS",1294.653197,0.021564754,-18.16955054,0.354375528,NA,NA,"leaf",0.1408
"t1","DS05",NA,"leaf 5","above","leaf 5","DS05-leaf 5","DS",987.8888168,0.022867876,-18.28809694,0.347217426,NA,NA,"leaf",0.121
"t1","DS05",NA,"leaf 6","above","leaf 6","DS05-leaf 6","DS",1053.309938,0.024899175,-18.21891981,0.364366874,NA,NA,"leaf",0.1059
"t1","DS05",NA,"leaf 7","above","leaf 7","DS05-leaf 7","DS",901.1423781,0.020730533,-18.10926319,0.335377211,NA,NA,"leaf",0.0694
"t1","DS05",NA,"leaf 8","above","leaf 8","DS05-leaf 8","DS",963.890064,0.018591476,-17.96881869,0.330194183,NA,NA,"leaf",0.0436
"t1","DS05",NA,"microbe mat","above","microbe mat","DS05-microbe mat","DS",779.775471,0.01951,-18.59507703,0.233164655,NA,NA,"microbe mat",1.1099
"t1","DS05",NA,"standing dead","above","standing dead","DS05-standing dead","DS",7.732735288,0.01282,-15.89277932,0.357060227,NA,NA,"standing dead",1.4634
"t1","DS05",NA,"stems","above","stems","DS05-stems","DS",2345.319506,0.01059,-15.3834899,0.370720339,NA,NA,"stems",1.8437
"t1","DS05",2,"belowground stems","0_2","belowground stems","DS05-belowground stems","DS",1629.91,0.01067,-15.02272067,0.316343083,157.08,0,"stems",0.0697
